sentence,tokens,bio_tags
need {difficulty: somewhat tough} jogging route {route_length: 250 meters} starting {start_location: hasumsum street} {loca_start_num: 6} finish at {end_location: washington street} {loca_end_num: 19},"need, somewhat, tough, jogging, route, 250, meters, starting, hasumsum, street, 6, finish, at, washington, street, 19","O, B-difficulty, I-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, O, B-end_location, I-end_location, B-loca_end_num"
Hey there! I'm a business traveler staying at a hotel on {start_location: shmuel hanagid} {loca_start_num: 82} and would love a {difficulty: very hard} route to {end_location: roman cardo} {loca_end_num: 64},"Hey, there!, I'm, a, business, traveler, staying, at, a, hotel, on, shmuel, hanagid, 82, and, would, love, a, very, hard, route, to, roman, cardo, 64","O, O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, O, B-difficulty, I-difficulty, O, O, B-end_location, I-end_location, B-loca_end_num"
Looking for a nice morning running path that starts from my apartment on {start_location: hannah szenes street} {loca_start_num: 88} and heads towards the sea - something around {route_length: 550 meters} would be perfect,"Looking, for, a, nice, morning, running, path, that, starts, from, my, apartment, on, hannah, szenes, street, 88, and, heads, towards, the, sea, -, something, around, 550, meters, would, be, perfect","O, O, O, O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, O"
"{difficulty: intense} path from {start_location: hagefen} {loca_start_num: 59} to {end_location: zion gate street} {loca_end_num: 96}, {route_length: 14 kilometers}","intense, path, from, hagefen, 59, to, zion, gate, street, 96, ,, 14, kilometers","B-difficulty, O, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, B-route_length, I-route_length"
Help me find a {difficulty: challenging} route that starts from {start_location: cafe kassit} {loca_start_num: 26} and finishes at {end_location: beersheba street} {loca_end_num: 68} with a distance of {route_length: 20 km}.,"Help, me, find, a, challenging, route, that, starts, from, cafe, kassit, 26, and, finishes, at, beersheba, street, 68, with, a, distance, of, 20, km, .","O, O, O, O, B-difficulty, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, O, B-route_length, I-route_length, O"
I need a {difficulty: very easy} running route starting from {start_location: hagalil} {loca_start_num: 30}.,"I, need, a, very, easy, running, route, starting, from, hagalil, 30, .","O, O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, B-loca_start_num, O"
{difficulty: not hard} {route_length: 11 kilometers} please,"not, hard, 11, kilometers, please","B-difficulty, I-difficulty, B-route_length, I-route_length, O"
"Suggest a running route to {end_location: shoshana damari street} {loca_end_num: 13}, with a total distance of {route_length: 2.5 km}.","Suggest, a, running, route, to, shoshana, damari, street, 13, ,, with, a, total, distance, of, 2.5, km, .","O, O, O, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, O, O, O, O, B-route_length, I-route_length, O"
{difficulty: difficult but rewarding} route from {start_location: kovshei katamon street} {loca_start_num: 47},"difficult, but, rewarding, route, from, kovshei, katamon, street, 47","B-difficulty, I-difficulty, I-difficulty, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
running route recommendations?,"running, route, recommendations?","O, O, O"
need run starting at {start_location: jeremiah} {loca_start_num: 58} that is {difficulty: hard},"need, run, starting, at, jeremiah, 58, that, is, hard","O, O, O, O, B-start_location, B-loca_start_num, O, O, B-difficulty"
{route_length: medium-length} {difficulty: somewhat tough} track starting {start_location: alice miller street} {loca_start_num: 29},"medium-length, somewhat, tough, track, starting, alice, miller, street, 29","B-route_length, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"{route_length: half-marathon length} from {start_location: max nordau street} {loca_start_num: 42} to {end_location: schocken street} {loca_end_num: 81}, {difficulty: very easy}","half-marathon, length, from, max, nordau, street, 42, to, schocken, street, 81, ,, very, easy","B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-difficulty, I-difficulty"
Looking for drinking fountains on my {route_length: 900 meters} run from {start_location: yefet} {loca_start_num: 92},"Looking, for, drinking, fountains, on, my, 900, meters, run, from, yefet, 92","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
Got 30 minutes to run from {start_location: ben yehuda street} {loca_start_num: 83},"Got, 30, minutes, to, run, from, ben, yehuda, street, 83","O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"{start_location: hasumsum street} {loca_start_num: 15} to {end_location: neve tzedek street} {loca_end_num: 97}, {difficulty: challenging} {route_length: 16.5 km} please and thank you!","hasumsum, street, 15, to, neve, tzedek, street, 97, ,, challenging, 16.5, km, please, and, thank, you!","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, B-difficulty, B-route_length, I-route_length, O, O, O, O"
"Training for my first 5k, need a {route_length: 1.0 km} route near {start_location: baka} {loca_start_num: 44}","Training, for, my, first, 5k,, need, a, 1.0, km, route, near, baka, 44","O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
I'm visiting Tel Aviv for the first time and would love to go for a morning run tomorrow,"I'm, visiting, Tel, Aviv, for, the, first, time, and, would, love, to, go, for, a, morning, run, tomorrow","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O"
"Post race recovery run, something easy near {start_location: cafe atara street} {loca_start_num: 8}","Post, race, recovery, run,, something, easy, near, cafe, atara, street, 8","O, O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Bout to head out from {start_location: sokolov street} {loca_start_num: 61},"Bout, to, head, out, from, sokolov, street, 61","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
{start_location: sharon street} {loca_start_num: 96} to {end_location: mayim} {loca_end_num: 16},"sharon, street, 96, to, mayim, 16","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
experienced runner looking for {difficulty: somewhat tough} route about {route_length: 18.0 km},"experienced, runner, looking, for, somewhat, tough, route, about, 18.0, km","O, O, O, O, B-difficulty, I-difficulty, O, O, B-route_length, I-route_length"
where to run for good city views?,"where, to, run, for, good, city, views?","O, O, O, O, O, O, O"
Looking for some hill training - {difficulty: hard} route around {route_length: 1.0 km} from {start_location: accelerator} {loca_start_num: 21},"Looking, for, some, hill, training, -, hard, route, around, 1.0, km, from, accelerator, 21","O, O, O, O, O, O, B-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num"
where do people usually run here?,"where, do, people, usually, run, here?","O, O, O, O, O, O"
I want a running route starting at {start_location: hatzanhanim} {loca_start_num: 87} and covering {route_length: 8.5 km}.,"I, want, a, running, route, starting, at, hatzanhanim, 87, and, covering, 8.5, km, .","O, O, O, O, O, O, O, B-start_location, B-loca_start_num, O, O, B-route_length, I-route_length, O"
"Gonna rain later, quick {route_length: 12.0 km} route from {start_location: moshav street} {loca_start_num: 44}?","Gonna, rain, later,, quick, 12.0, km, route, from, moshav, street, 44, ?","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
recommend running route please,"recommend, running, route, please","O, O, O, O"
Just want somewhere new to run,"Just, want, somewhere, new, to, run","O, O, O, O, O, O"
Please suggest a route from {start_location: chava alberstein street} {loca_start_num: 42} to {end_location: agricultural station street} {loca_end_num: 100}.,"Please, suggest, a, route, from, chava, alberstein, street, 42, to, agricultural, station, street, 100, .","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O"
where to run for good city views?,"where, to, run, for, good, city, views?","O, O, O, O, O, O, O"
"{route_length: 10.5 km} from {start_location: shoshana damari street} {loca_start_num: 58} to {end_location: ahad ha'am} {loca_end_num: 78}, {difficulty: very hard}","10.5, km, from, shoshana, damari, street, 58, to, ahad, ha'am, 78, ,, very, hard","B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-difficulty, I-difficulty"
start at {start_location: this neighborhood} going to beach,"start, at, this, neighborhood, going, to, beach","O, O, B-start_location, I-start_location, O, O, O"
Can you generate a {difficulty: difficult but rewarding} route from {start_location: haayala street} {loca_start_num: 54} to {end_location: king george street} {loca_end_num: 5} with a distance of {route_length: 4.5 km}?,"Can, you, generate, a, difficult, but, rewarding, route, from, haayala, street, 54, to, king, george, street, 5, with, a, distance, of, 4.5, km, ?","O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, O, O, B-route_length, I-route_length, O"
"I want to run {route_length: 11.5 kilometers} starting at {start_location: startup} {loca_start_num: 12} and ending at {end_location: yedioth street} {loca_end_num: 90}, with {difficulty: easy} difficulty.","I, want, to, run, 11.5, kilometers, starting, at, startup, 12, and, ending, at, yedioth, street, 90, ,, with, easy, difficulty.","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-difficulty, O"
Create a running route from {start_location: marcus reiner} {loca_start_num: 32} that is {route_length: 20.0 kilometers}.,"Create, a, running, route, from, marcus, reiner, 32, that, is, 20.0, kilometers, .","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, B-route_length, I-route_length, O"
{route_length: 17.0 km} {difficulty: medium} path please,"17.0, km, medium, path, please","B-route_length, I-route_length, B-difficulty, O, O"
Quick lunch run route near {start_location: ted arison street} {loca_start_num: 80}?,"Quick, lunch, run, route, near, ted, arison, street, 80, ?","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
recommend me a good running track,"recommend, me, a, good, running, track","O, O, O, O, O, O"
Bout to head out from {start_location: ibn ezra} {loca_start_num: 47},"Bout, to, head, out, from, ibn, ezra, 47","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
"{start_location: marcel janco street} {loca_start_num: 23} to {end_location: tchernichovsky} {loca_end_num: 79}, {route_length: short} please","marcel, janco, street, 23, to, tchernichovsky, 79, ,, short, please","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
"Lunch break run, got 45 mins starting at {start_location: bezalel street} {loca_start_num: 15}","Lunch, break, run,, got, 45, mins, starting, at, bezalel, street, 15","O, O, O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
I want a running route of {route_length: 8.0 km}.,"I, want, a, running, route, of, 8.0, km, .","O, O, O, O, O, O, B-route_length, I-route_length, O"
